cdsID	uniprot	u_ev	spur	s_ev	cel	cel_ev	dmel	dmel_ev
lcl|NW_011935988.1_cds_XP_011438390.1_18261	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935990.1_cds_XP_011438392.1_18262	NA	NA	XP_011673824.2	1.77e-32	Y55F3AM.3c	3.17e-22	NA	NA
lcl|NW_011935990.1_cds_XP_011438394.1_18263	NA	NA	XP_030856344.1	3.44e-25	NA	NA	NA	NA
lcl|NW_011935990.1_cds_XP_011438425.1_18264	NA	NA	XP_030846732.1	6.69e-57	C09G4.1c	1.17e-35	NA	NA
lcl|NW_011935990.1_cds_XP_011438395.1_18265	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935990.1_cds_XP_011438396.1_18266	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935990.1_cds_XP_019926056.1_18267	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935990.1_cds_XP_011438398.1_18268	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935990.1_cds_XP_019926055.1_18269	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935990.1_cds_XP_011438399.1_18270	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935990.1_cds_XP_011438401.1_18271	NA	NA	XP_030828659.1	1.02e-164	K11G12.4a	0	FBgn0011672	1.06e-25
lcl|NW_011935990.1_cds_XP_019926057.1_18272	NA	NA	XP_030828659.1	1.36e-164	K11G12.4a	0	FBgn0011672	9.94e-26
lcl|NW_011935990.1_cds_XP_019926058.1_18273	NA	NA	XP_030855809.1	8.61e-164	K11G12.4a	0	FBgn0011672	8.82e-26
lcl|NW_011935990.1_cds_XP_011438402.1_18274	NA	NA	XP_011676119.1	6.08e-67	R13F6.6c	4.2e-83	NA	NA
lcl|NW_011935990.1_cds_XP_011438403.1_18275	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935990.1_cds_XP_011438406.1_18276	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935990.1_cds_XP_011438426.1_18277	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935990.1_cds_XP_019926059.1_18278	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935990.1_cds_XP_011438407.1_18279	NA	NA	XP_030840909.1	5.27e-26	NA	NA	NA	NA
lcl|NW_011935990.1_cds_XP_011438408.1_18280	NA	NA	XP_030840909.1	4.52e-26	NA	NA	NA	NA
lcl|NW_011935990.1_cds_XP_011438409.2_18281	NA	NA	XP_030840982.1	4.3e-47	K03E6.7	1.1e-25	NA	NA
lcl|NW_011935990.1_cds_XP_011438410.1_18282	NA	NA	XP_030849285.1	1.49e-49	NA	NA	NA	NA
lcl|NW_011935990.1_cds_XP_011438427.1_18283	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935990.1_cds_XP_011438411.1_18284	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935990.1_cds_XP_011438412.2_18285	NA	NA	XP_030828752.1	4.29e-28	NA	NA	NA	NA
lcl|NW_011935990.1_cds_XP_019926060.1_18286	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935990.1_cds_XP_011438414.1_18287	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935990.1_cds_XP_019926061.1_18288	NA	NA	XP_796667.1	0	NA	NA	NA	NA
lcl|NW_011935990.1_cds_XP_019926062.1_18289	NA	NA	XP_796667.1	0	NA	NA	NA	NA
lcl|NW_011935990.1_cds_XP_011438415.1_18290	NA	NA	XP_030839970.1	8.9e-168	NA	NA	NA	NA
lcl|NW_011935990.1_cds_XP_011438418.1_18291	NA	NA	XP_030839814.1	1.21e-114	W04G3.4	2.14e-30	NA	NA
lcl|NW_011935990.1_cds_XP_011438417.1_18292	NA	NA	XP_030839814.1	2.32e-114	W04G3.4	3.7e-29	NA	NA
lcl|NW_011935990.1_cds_XP_011438416.1_18293	NA	NA	XP_030839814.1	3.31e-114	W04G3.4	3.77e-29	NA	NA
lcl|NW_011935990.1_cds_XP_011438419.1_18294	NA	NA	XP_011671804.2	0	NA	NA	NA	NA
lcl|NW_011935990.1_cds_XP_019926053.1_18295	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935990.1_cds_XP_019926054.1_18296	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935990.1_cds_XP_019926063.1_18297	NA	NA	XP_030829334.1	5.62e-111	C05C12.3	6.81e-34	NA	NA
lcl|NW_011935990.1_cds_XP_019926064.1_18298	NA	NA	XP_030829334.1	1.26e-111	C05C12.3	6.74e-34	NA	NA
lcl|NW_011935990.1_cds_XP_019926065.1_18299	NA	NA	XP_030829334.1	6.21e-112	C05C12.3	1.48e-35	NA	NA
lcl|NW_011935990.1_cds_XP_019926066.1_18300	NA	NA	XP_030829334.1	1.57e-112	C05C12.3	1.4e-34	NA	NA
lcl|NW_011935990.1_cds_XP_011438423.1_18301	NA	NA	XP_792482.3	8.24e-111	JC8.6c	8.63e-45	NA	NA
lcl|NW_011935990.1_cds_XP_011438424.1_18302	NA	NA	XP_030835451.1	0	Y55F3AM.15	6.64e-75	FBgn0027054	3.62e-55
lcl|NW_011935990.1_cds_XP_011438431.1_18303	NA	NA	XP_030827846.1	1.72e-73	K02F3.6	1.82e-82	NA	NA
lcl|NW_011935991.1_cds_XP_011438448.1_18304	NA	NA	XP_030836958.1	1.04e-37	F28F8.2	1.3e-38	NA	NA
lcl|NW_011935991.1_cds_XP_011438449.1_18305	NA	NA	XP_011674150.1	1.74e-33	F27B3.2d	3.7e-34	NA	NA
lcl|NW_011935991.1_cds_XP_019926068.1_18306	NA	NA	XP_011674151.1	7.92e-38	F27B3.2d	1.12e-31	NA	NA
lcl|NW_011935991.1_cds_XP_019926070.1_18307	NA	NA	XP_003728202.2	1.69e-32	F27B3.2d	1.47e-34	NA	NA
lcl|NW_011935991.1_cds_XP_011438434.1_18308	NA	NA	XP_011674151.1	1.82e-33	F25G6.3	4.82e-39	NA	NA
lcl|NW_011935991.1_cds_XP_011438436.1_18309	NA	NA	XP_030841259.1	0	M01F1.5	1.32e-129	NA	NA
lcl|NW_011935991.1_cds_XP_011438437.1_18310	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935991.1_cds_XP_011438438.1_18311	NA	NA	XP_794046.2	0	T02D1.5	0	NA	NA
lcl|NW_011935991.1_cds_XP_019926071.1_18312	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935991.1_cds_XP_019926072.1_18313	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935991.1_cds_XP_019926073.1_18314	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935991.1_cds_XP_019926074.1_18315	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935991.1_cds_XP_011438439.1_18316	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935991.1_cds_XP_011438440.1_18317	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935991.1_cds_XP_011438441.1_18318	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935991.1_cds_XP_019926075.1_18319	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935991.1_cds_XP_011438442.1_18320	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935991.1_cds_XP_011438443.1_18321	NA	NA	XP_030843703.1	6.97e-103	C12D12.2b	4.25e-95	NA	NA
lcl|NW_011935991.1_cds_XP_019926076.1_18322	NA	NA	XP_030845579.1	6.96e-81	C12D12.2b	9.79e-77	NA	NA
lcl|NW_011935991.1_cds_XP_019926067.1_18323	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935991.1_cds_XP_011438446.1_18324	NA	NA	XP_030843703.1	9.67e-95	C12D12.2b	6.46e-97	NA	NA
lcl|NW_011935992.1_cds_XP_011438450.1_18325	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935992.1_cds_XP_011438451.1_18326	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935992.1_cds_XP_011438602.1_18327	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935992.1_cds_XP_011438453.1_18328	NA	NA	XP_030841742.1	3.75e-135	C09B8.1b	6.56e-75	NA	NA
lcl|NW_011935992.1_cds_XP_011438454.1_18329	NA	NA	XP_782231.1	4.74e-53	R03C1.3b	2.52e-28	NA	NA
lcl|NW_011935992.1_cds_XP_011438455.1_18330	NA	NA	XP_030830159.1	9.34e-52	NA	NA	NA	NA
lcl|NW_011935992.1_cds_XP_011438456.1_18331	NA	NA	XP_030830159.1	9.13e-52	NA	NA	NA	NA
lcl|NW_011935992.1_cds_XP_011438457.1_18332	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935992.1_cds_XP_011438603.2_18333	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935992.1_cds_XP_019926085.1_18334	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935992.1_cds_XP_011438463.1_18335	NA	NA	XP_030841310.1	0	NA	NA	NA	NA
lcl|NW_011935992.1_cds_XP_019926086.1_18336	NA	NA	XP_030841310.1	0	NA	NA	NA	NA
lcl|NW_011935992.1_cds_XP_011438464.1_18337	NA	NA	XP_030842166.1	7.31e-39	NA	NA	NA	NA
lcl|NW_011935992.1_cds_XP_011438465.1_18338	NA	NA	XP_030847329.1	1.88e-88	NA	NA	NA	NA
lcl|NW_011935992.1_cds_XP_011438466.1_18339	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935992.1_cds_XP_011438467.1_18340	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935992.1_cds_XP_011438468.1_18341	NA	NA	XP_030843712.1	1.39e-112	C09G12.9	1.41e-46	NA	NA
lcl|NW_011935992.1_cds_XP_011438469.1_18342	NA	NA	NA	NA	NA	NA	FBgn0003068	1.36e-27
lcl|NW_011935992.1_cds_XP_011438470.1_18343	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935992.1_cds_XP_019926087.1_18344	NA	NA	XP_030831423.1	3.22e-55	NA	NA	NA	NA
lcl|NW_011935992.1_cds_XP_011438471.1_18345	NA	NA	XP_030831118.1	3.51e-52	F46C3.1	5.74e-25	NA	NA
lcl|NW_011935992.1_cds_XP_011438472.1_18346	NA	NA	XP_030831118.1	3.51e-52	F46C3.1	5.74e-25	NA	NA
lcl|NW_011935992.1_cds_XP_011438476.1_18347	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935992.1_cds_XP_011438475.1_18348	NA	NA	XP_030831619.1	2.86e-171	K07A12.1	6.83e-51	NA	NA
lcl|NW_011935992.1_cds_XP_011438474.1_18349	NA	NA	XP_030831619.1	1.96e-171	K07A12.1	6.5e-51	NA	NA
lcl|NW_011935992.1_cds_XP_019926089.1_18350	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935992.1_cds_XP_011438606.1_18351	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935992.1_cds_XP_011438477.1_18352	NA	NA	XP_781737.1	1.38e-82	NA	NA	NA	NA
lcl|NW_011935992.1_cds_XP_011438484.1_18353	NA	NA	XP_030831260.1	1.59e-92	C40H5.4	8.12e-28	NA	NA
lcl|NW_011935992.1_cds_XP_011438481.1_18354	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935992.1_cds_XP_011438482.1_18355	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935992.1_cds_XP_011438478.1_18356	NA	NA	NA	NA	B0205.4	5.52e-28	NA	NA
lcl|NW_011935992.1_cds_XP_011438480.1_18357	NA	NA	NA	NA	B0205.4	4.03e-28	NA	NA
lcl|NW_011935992.1_cds_XP_011438485.1_18358	NA	NA	XP_784749.1	7.99e-140	NA	NA	NA	NA
lcl|NW_011935992.1_cds_XP_011438607.1_18359	NA	NA	XP_030831612.1	4.85e-100	C10C5.1d	3.83e-31	NA	NA
lcl|NW_011935992.1_cds_XP_019926077.1_18360	NA	NA	XP_030831612.1	1.84e-46	C10C5.1d	5.92e-22	NA	NA
lcl|NW_011935992.1_cds_XP_011438488.1_18361	NA	NA	XP_030831616.1	1.19e-160	C10C5.1l	4.65e-127	NA	NA
lcl|NW_011935992.1_cds_XP_011438487.1_18362	NA	NA	XP_030831616.1	7.61e-168	C10C5.1l	6.01e-131	NA	NA
lcl|NW_011935992.1_cds_XP_011438489.1_18363	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935992.1_cds_XP_011438491.1_18364	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935992.1_cds_XP_011438492.1_18365	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935992.1_cds_XP_011438493.1_18366	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935992.1_cds_XP_011438494.1_18367	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935992.1_cds_XP_011438495.1_18368	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935992.1_cds_XP_011438496.1_18369	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935992.1_cds_XP_011438497.1_18370	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935992.1_cds_XP_011438498.1_18371	NA	NA	XP_030830999.1	0	F28H1.3	0	FBgn0027094	3e-111
lcl|NW_011935992.1_cds_XP_011438499.1_18372	NA	NA	XP_030830999.1	0	F28H1.3	0	FBgn0027094	3e-111
lcl|NW_011935992.1_cds_XP_019926092.1_18373	NA	NA	XP_030831599.1	0	T01C2.1	3.15e-73	NA	NA
lcl|NW_011935992.1_cds_XP_019926093.1_18374	NA	NA	XP_030831599.1	0	T01C2.1	3.15e-73	NA	NA
lcl|NW_011935992.1_cds_XP_011438500.1_18375	NA	NA	XP_030831599.1	0	T01C2.1	3.39e-73	NA	NA
lcl|NW_011935992.1_cds_XP_011438503.1_18376	NA	NA	XP_001179750.2	4.61e-29	NA	NA	NA	NA
lcl|NW_011935992.1_cds_XP_011438506.1_18377	NA	NA	XP_030831269.1	2.64e-74	F58E10.3a	1.88e-22	NA	NA
lcl|NW_011935992.1_cds_XP_011438507.1_18378	NA	NA	XP_030831269.1	2.64e-74	F58E10.3a	1.88e-22	NA	NA
lcl|NW_011935992.1_cds_XP_011438508.1_18379	NA	NA	XP_030831269.1	6.9e-84	F58E10.3a	1.84e-22	NA	NA
lcl|NW_011935992.1_cds_XP_019926094.1_18380	NA	NA	XP_030831269.1	1.11e-74	F58E10.3a	1.57e-22	NA	NA
lcl|NW_011935992.1_cds_XP_011438505.1_18381	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935992.1_cds_XP_011438509.1_18382	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935992.1_cds_XP_011438510.1_18383	NA	NA	XP_003730769.1	1.3e-80	NA	NA	NA	NA
lcl|NW_011935992.1_cds_XP_011438511.1_18384	NA	NA	XP_030832046.1	4.96e-57	NA	NA	NA	NA
lcl|NW_011935992.1_cds_XP_019926096.1_18385	NA	NA	XP_030832046.1	1.06e-46	NA	NA	NA	NA
lcl|NW_011935992.1_cds_XP_019926097.1_18386	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935992.1_cds_XP_011438512.1_18387	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935992.1_cds_XP_019926078.1_18388	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935992.1_cds_XP_011438513.1_18389	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935992.1_cds_XP_011438515.1_18390	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935992.1_cds_XP_011438514.1_18391	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935992.1_cds_XP_011438517.1_18392	NA	NA	XP_030852426.1	4.14e-53	NA	NA	NA	NA
lcl|NW_011935992.1_cds_XP_011438516.1_18393	NA	NA	XP_030852613.1	7.81e-170	Y47H9C.7	2.51e-22	NA	NA
lcl|NW_011935992.1_cds_XP_011438519.1_18394	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935992.1_cds_XP_011438610.1_18395	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935992.1_cds_XP_011438520.1_18396	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935992.1_cds_XP_019926099.1_18397	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935992.1_cds_XP_011438521.1_18398	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935992.1_cds_XP_011438522.1_18399	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935992.1_cds_XP_011438523.1_18400	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935992.1_cds_XP_011438524.1_18401	NA	NA	XP_782948.3	1.72e-63	W09B12.1	4.12e-60	NA	NA
lcl|NW_011935992.1_cds_XP_011438525.1_18402	NA	NA	XP_030837747.1	1.6e-73	Y48B6A.8	5.89e-65	NA	NA
lcl|NW_011935992.1_cds_XP_011438526.1_18403	NA	NA	XP_030832234.1	8.95e-77	F56C11.6a	1.64e-62	NA	NA
lcl|NW_011935992.1_cds_XP_019926101.1_18404	NA	NA	XP_030832234.1	8.47e-77	F56C11.6a	1.44e-62	NA	NA
lcl|NW_011935992.1_cds_XP_011438528.1_18405	NA	NA	XP_030829201.1	8.02e-68	F13H6.3	4.26e-60	NA	NA
lcl|NW_011935992.1_cds_XP_011438529.1_18406	NA	NA	XP_030829201.1	8.02e-68	F13H6.3	4.26e-60	NA	NA
lcl|NW_011935992.1_cds_XP_011438527.1_18407	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935992.1_cds_XP_019926102.1_18408	NA	NA	XP_030838677.1	2.01e-179	NA	NA	NA	NA
lcl|NW_011935992.1_cds_XP_011438530.1_18409	NA	NA	XP_030838677.1	7.65e-179	NA	NA	NA	NA
lcl|NW_011935992.1_cds_XP_019926104.1_18410	NA	NA	XP_030838677.1	7.51e-180	NA	NA	NA	NA
lcl|NW_011935992.1_cds_XP_019926103.1_18411	NA	NA	XP_030838677.1	1.24e-179	NA	NA	NA	NA
lcl|NW_011935992.1_cds_XP_019926106.1_18412	NA	NA	XP_030838677.1	1.1e-179	NA	NA	NA	NA
lcl|NW_011935992.1_cds_XP_011438541.1_18413	NA	NA	XP_011668210.2	0	C07H6.1	9.78e-38	NA	NA
lcl|NW_011935992.1_cds_XP_011438538.1_18414	NA	NA	XP_030852017.1	2.69e-77	NA	NA	NA	NA
lcl|NW_011935992.1_cds_XP_019926107.1_18415	NA	NA	XP_011668210.2	1.42e-122	NA	NA	NA	NA
lcl|NW_011935992.1_cds_XP_019926108.1_18416	NA	NA	XP_011668210.2	1.47e-99	NA	NA	NA	NA
lcl|NW_011935992.1_cds_XP_011438536.1_18417	NA	NA	XP_030852017.1	2.58e-31	NA	NA	NA	NA
lcl|NW_011935992.1_cds_XP_011438612.1_18418	NA	NA	XP_030841840.1	2.85e-71	C24G6.3	1.92e-29	NA	NA
lcl|NW_011935992.1_cds_XP_011438542.1_18419	NA	NA	XP_791272.1	4.37e-94	NA	NA	NA	NA
lcl|NW_011935992.1_cds_XP_011438543.1_18420	NA	NA	XP_791272.1	5.16e-86	NA	NA	NA	NA
lcl|NW_011935992.1_cds_XP_011438544.1_18421	NA	NA	NA	NA	F42D1.3	2.03e-30	NA	NA
lcl|NW_011935992.1_cds_XP_011438546.1_18422	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935992.1_cds_XP_019926109.1_18423	NA	NA	XP_030841493.1	2.76e-63	NA	NA	NA	NA
lcl|NW_011935992.1_cds_XP_011438547.1_18424	NA	NA	XP_030841493.1	2.76e-63	NA	NA	NA	NA
lcl|NW_011935992.1_cds_XP_011438548.1_18425	NA	NA	XP_030841493.1	2.76e-63	NA	NA	NA	NA
lcl|NW_011935992.1_cds_XP_011438551.1_18426	NA	NA	XP_030842242.1	3.36e-31	NA	NA	NA	NA
lcl|NW_011935992.1_cds_XP_019926110.1_18427	NA	NA	XP_030842242.1	2.74e-29	NA	NA	NA	NA
lcl|NW_011935992.1_cds_XP_011438549.1_18428	NA	NA	XP_030842242.1	2.74e-29	NA	NA	NA	NA
lcl|NW_011935992.1_cds_XP_011438550.1_18429	NA	NA	XP_030842242.1	2.74e-29	NA	NA	NA	NA
lcl|NW_011935992.1_cds_XP_011438613.1_18430	NA	NA	XP_030842192.1	3.11e-71	Y46G5A.4	4.97e-36	FBgn0263599	2.54e-32
lcl|NW_011935992.1_cds_XP_011438552.1_18431	NA	NA	XP_030843647.1	9.79e-39	C27D6.4d	2.02e-25	NA	NA
lcl|NW_011935992.1_cds_XP_011438553.1_18432	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935992.1_cds_XP_011438554.1_18433	NA	NA	XP_030830567.1	0	NA	NA	NA	NA
lcl|NW_011935992.1_cds_XP_011438555.1_18434	NA	NA	XP_030833438.1	0	NA	NA	NA	NA
lcl|NW_011935992.1_cds_XP_011438559.1_18435	NA	NA	XP_030845913.1	0	F32A6.3c	9.98e-97	NA	NA
lcl|NW_011935992.1_cds_XP_011438557.1_18436	NA	NA	XP_030845913.1	0	F32A6.3c	8.76e-94	NA	NA
lcl|NW_011935992.1_cds_XP_011438558.1_18437	NA	NA	XP_030845913.1	0	F32A6.3c	6.19e-96	NA	NA
lcl|NW_011935992.1_cds_XP_011438556.1_18438	NA	NA	XP_030845913.1	0	F32A6.3c	5.76e-93	NA	NA
lcl|NW_011935992.1_cds_XP_019926111.1_18439	NA	NA	XP_030845913.1	0	F32A6.3a	1.29e-75	NA	NA
lcl|NW_011935992.1_cds_XP_011438560.1_18440	NA	NA	XP_030845912.1	2.22e-98	K02B12.1	2.12e-28	FBgn0261588	1.93e-21
lcl|NW_011935992.1_cds_XP_011438562.1_18441	NA	NA	XP_030845912.1	2.22e-98	K02B12.1	2.12e-28	FBgn0261588	1.93e-21
lcl|NW_011935992.1_cds_XP_019926112.1_18442	NA	NA	XP_030845912.1	7.05e-99	K02B12.1	1.38e-28	FBgn0261588	1.79e-21
lcl|NW_011935992.1_cds_XP_019926113.1_18443	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935992.1_cds_XP_019926114.1_18444	NA	NA	XP_030830219.1	2.9e-60	K11G9.1	7.6e-58	NA	NA
lcl|NW_011935992.1_cds_XP_011438614.1_18445	NA	NA	XP_030830219.1	2.9e-60	K11G9.1	7.6e-58	NA	NA
lcl|NW_011935992.1_cds_XP_011438564.1_18446	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935992.1_cds_XP_019926079.1_18447	NA	NA	XP_786100.3	3.64e-62	H24K24.5a	6.46e-55	NA	NA
lcl|NW_011935992.1_cds_XP_011438569.2_18448	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935992.1_cds_XP_011438571.1_18449	NA	NA	XP_030845836.1	9.55e-62	T15B7.1	7.5e-24	NA	NA
lcl|NW_011935992.1_cds_XP_019926080.1_18450	NA	NA	XP_030849215.1	4.35e-21	NA	NA	NA	NA
lcl|NW_011935992.1_cds_XP_019926115.1_18451	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935992.1_cds_XP_019926116.1_18452	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935992.1_cds_XP_011438568.1_18453	NA	NA	XP_011672459.2	8.56e-63	T15B7.1	1.77e-22	NA	NA
lcl|NW_011935992.1_cds_XP_011438567.1_18454	NA	NA	XP_011672459.2	9.3e-59	T15B7.1	9.77e-23	NA	NA
lcl|NW_011935992.1_cds_XP_011438566.1_18455	NA	NA	XP_011679956.2	5.13e-32	NA	NA	NA	NA
lcl|NW_011935992.1_cds_XP_019926117.1_18456	NA	NA	XP_030845836.1	3.46e-48	NA	NA	NA	NA
lcl|NW_011935992.1_cds_XP_011438572.1_18457	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935992.1_cds_XP_011438573.1_18458	NA	NA	XP_030838352.1	0	D2013.2	4.85e-129	NA	NA
lcl|NW_011935992.1_cds_XP_011438576.2_18459	NA	NA	XP_788119.4	1.22e-55	Y116A8C.35a	3.52e-22	NA	NA
lcl|NW_011935992.1_cds_XP_011438574.1_18460	NA	NA	XP_030838136.1	1.96e-70	C34D10.1	3.24e-24	NA	NA
lcl|NW_011935992.1_cds_XP_011438575.1_18461	NA	NA	XP_030838136.1	7.47e-71	C34D10.1	7.93e-25	NA	NA
lcl|NW_011935992.1_cds_XP_019926081.1_18462	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935992.1_cds_XP_019926119.1_18463	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935992.1_cds_XP_019926118.1_18464	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935992.1_cds_XP_011438617.1_18465	NA	NA	XP_030848870.1	0	NA	NA	NA	NA
lcl|NW_011935992.1_cds_XP_019926120.1_18466	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935992.1_cds_XP_019926083.1_18467	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935992.1_cds_XP_011438619.1_18468	NA	NA	XP_030844526.1	3.14e-101	C52E12.4	6.59e-68	NA	NA
lcl|NW_011935992.1_cds_XP_011438578.1_18469	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935992.1_cds_XP_011438579.1_18470	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935992.1_cds_XP_011438580.1_18471	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935992.1_cds_XP_019926122.1_18472	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935992.1_cds_XP_011438581.1_18473	NA	NA	XP_794533.3	3.7e-148	C08F8.8	7.8e-58	FBgn0003720	5.68e-27
lcl|NW_011935992.1_cds_XP_011438583.1_18474	NA	NA	XP_794533.3	3.39e-122	C08F8.8	3.53e-54	FBgn0003720	1.56e-40
lcl|NW_011935992.1_cds_XP_011438584.1_18475	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935992.1_cds_XP_011438585.1_18476	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935992.1_cds_XP_011438586.1_18477	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935992.1_cds_XP_011438587.1_18478	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935992.1_cds_XP_011438620.1_18479	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935992.1_cds_XP_011438588.1_18480	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935992.1_cds_NP_001295780.1_18481	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935992.1_cds_XP_011438590.1_18482	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935992.1_cds_XP_011438591.1_18483	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935992.1_cds_XP_011438623.1_18484	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935992.1_cds_XP_011438592.1_18485	NA	NA	XP_030840443.1	3.64e-126	NA	NA	NA	NA
lcl|NW_011935992.1_cds_XP_019926124.1_18486	NA	NA	XP_030838263.1	1.41e-124	NA	NA	NA	NA
lcl|NW_011935992.1_cds_XP_011438594.1_18487	NA	NA	XP_030838263.1	1.41e-124	NA	NA	NA	NA
lcl|NW_011935992.1_cds_XP_019926125.1_18488	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935992.1_cds_XP_011438595.1_18489	NA	NA	XP_030831493.1	2.9e-80	C08B11.4	1.5e-50	NA	NA
lcl|NW_011935992.1_cds_XP_011438596.1_18490	NA	NA	XP_787393.2	5.2500000000000004e-31	NA	NA	NA	NA
